TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
2193000000.0	8464764.4	3517914.6	34105622.8
2194000000.0	8464780.3	3517917.2	34105903.9
2195000000.0	8464796.2	3517919.8	34106184.7
2196000000.0	8464812.1	3517922.5	34106465.3
2197000000.0	8464828.0	3517925.1	34106745.6
2198000000.0	8464843.9	3517927.7	34107025.7
2199000000.0	8464859.7	3517930.3	34107305.5
2200000000.0	8464875.5	3517932.9	34107585.1
2201000000.0	8464891.4	3517935.5	34107864.4
2202000000.0	8464907.2	3517938.1	34108143.5
2203000000.0	8464923.0	3517940.7	34108422.4
2204000000.0	8464938.7	3517943.2	34108700.9
2205000000.0	8464954.5	3517945.8	34108979.3
2206000000.0	8464970.2	3517948.4	34109257.3
2207000000.0	8464986.0	3517951.0	34109535.2
2208000000.0	8465001.7	3517953.6	34109812.8
2209000000.0	8465017.4	3517956.2	34110090.1
2210000000.0	8465033.1	3517958.8	34110367.2
2211000000.0	8465048.7	3517961.3	34110644.1
2212000000.0	8465064.4	3517963.9	34110920.7
2213000000.0	8465080.0	3517966.5	34111197.0
2214000000.0	8465095.7	3517969.0	34111473.1
2215000000.0	8465111.3	3517971.6	34111749.0
2216000000.0	8465126.9	3517974.2	34112024.6
2217000000.0	8465142.5	3517976.7	34112300.0
2218000000.0	8465158.1	3517979.3	34112575.1
2219000000.0	8465173.6	3517981.8	34112850.0
2220000000.0	8465189.2	3517984.4	34113124.7
2221000000.0	8465204.7	3517987.0	34113399.1
2222000000.0	8465220.2	3517989.5	34113673.3
2223000000.0	8465235.7	3517992.0	34113947.2
2224000000.0	8465251.2	3517994.6	34114220.9
2225000000.0	8465266.7	3517997.1	34114494.3
2226000000.0	8465282.2	3517999.7	34114767.5
2227000000.0	8465297.6	3518002.2	34115040.4
2228000000.0	8465313.1	3518004.8	34115313.2
2229000000.0	8465328.5	3518007.3	34115585.6
2230000000.0	8465343.9	3518009.8	34115857.9
2231000000.0	8465359.3	3518012.3	34116129.9
2232000000.0	8465374.7	3518014.9	34116401.6
